Time (s),X (m),Y (m)
34.87,-4.323,9.529
34.89,-4.327,9.531
34.89,-4.332,9.534
34.90,-4.336,9.536
34.91,-4.341,9.538
34.92,-4.345,9.540
34.93,-4.350,9.543
34.94,-4.354,9.545
34.95,-4.359,9.547
34.96,-4.363,9.549
34.97,-4.367,9.552
34.98,-4.372,9.554
34.99,-4.376,9.556
35.00,-4.381,9.558
35.01,-4.385,9.561
35.02,-4.390,9.563
35.03,-4.394,9.565
35.04,-4.399,9.567
35.05,-4.403,9.569
35.06,-4.408,9.572
35.08,-4.412,9.574
35.08,-4.417,9.576
35.09,-4.421,9.578
35.10,-4.426,9.581
35.11,-4.430,9.583
35.13,-4.435,9.585
35.14,-4.439,9.587
35.15,-4.443,9.590
35.16,-4.448,9.592
35.17,-4.452,9.594
35.18,-4.457,9.596
35.19,-4.461,9.598
35.21,-4.466,9.601
35.21,-4.470,9.603
35.22,-4.475,9.605
35.24,-4.479,9.607
35.25,-4.484,9.610
35.26,-4.488,9.612
35.27,-4.493,9.614
35.27,-4.497,9.616
35.28,-4.502,9.619
35.30,-4.506,9.621
35.31,-4.511,9.623
35.32,-4.515,9.625
35.33,-4.520,9.627
35.34,-4.524,9.630
35.35,-4.529,9.632
35.36,-4.533,9.634
35.37,-4.538,9.636
35.38,-4.542,9.638
35.39,-4.547,9.641
35.40,-4.551,9.643
35.42,-4.555,9.645
35.42,-4.560,9.647
35.43,-4.564,9.650
35.44,-4.569,9.652
35.45,-4.573,9.654
35.46,-4.578,9.656
35.48,-4.582,9.658
35.49,-4.587,9.661
35.50,-4.591,9.663
35.51,-4.596,9.665
35.52,-4.600,9.667
35.53,-4.605,9.669
35.55,-4.609,9.672
35.56,-4.614,9.674
35.57,-4.618,9.676
35.58,-4.623,9.678
35.58,-4.627,9.680
35.60,-4.632,9.683
35.61,-4.636,9.685
35.62,-4.641,9.687
35.63,-4.645,9.689
35.64,-4.650,9.691
35.65,-4.654,9.694
35.67,-4.659,9.696
35.68,-4.663,9.698
35.68,-4.668,9.700
35.69,-4.672,9.702
35.70,-4.677,9.705
35.72,-4.681,9.707
35.73,-4.686,9.709
35.74,-4.690,9.711
35.75,-4.695,9.713
35.75,-4.699,9.715
35.76,-4.704,9.718
35.78,-4.708,9.720
35.79,-4.713,9.722
35.80,-4.717,9.724
35.81,-4.722,9.726
35.82,-4.726,9.729
35.83,-4.731,9.731
35.84,-4.735,9.733
35.85,-4.740,9.735
35.86,-4.744,9.737
35.87,-4.749,9.739
35.88,-4.753,9.742
35.89,-4.758,9.744
35.90,-4.762,9.746
35.91,-4.767,9.748
35.92,-4.771,9.750
35.93,-4.776,9.752
35.94,-4.780,9.755
35.95,-4.785,9.757
35.97,-4.789,9.759
35.97,-4.794,9.761
35.98,-4.798,9.763
35.99,-4.803,9.765
36.00,-4.807,9.768
36.01,-4.812,9.770
36.02,-4.816,9.772
36.03,-4.821,9.774
36.05,-4.825,9.776
36.05,-4.830,9.778
36.06,-4.834,9.781
36.07,-4.839,9.783
36.08,-4.843,9.785
36.09,-4.848,9.787
36.10,-4.852,9.789
36.11,-4.857,9.791
36.12,-4.861,9.793
36.13,-4.866,9.796
36.15,-4.870,9.798
36.16,-4.875,9.800
36.17,-4.879,9.802
36.18,-4.884,9.804
36.18,-4.889,9.806
36.20,-4.893,9.808
36.21,-4.898,9.811
36.22,-4.902,9.813
36.23,-4.907,9.815
36.24,-4.911,9.817
36.25,-4.916,9.819
36.26,-4.920,9.821
36.27,-4.925,9.823
36.28,-4.929,9.825
36.29,-4.934,9.828
36.30,-4.938,9.830
36.31,-4.943,9.832
36.32,-4.947,9.834
36.32,-4.952,9.836
36.34,-4.956,9.838
36.35,-4.961,9.840
36.36,-4.965,9.842
36.37,-4.970,9.844
36.38,-4.975,9.847
36.39,-4.979,9.849
36.40,-4.984,9.851
36.41,-4.988,9.853
36.43,-4.993,9.855
36.43,-4.997,9.857
36.44,-5.002,9.859
36.46,-5.006,9.861
36.46,-5.011,9.863
36.47,-5.015,9.865
36.48,-5.020,9.868
36.49,-5.024,9.870
36.50,-5.029,9.872
36.51,-5.034,9.874
36.52,-5.038,9.876
36.53,-5.043,9.878
36.55,-5.047,9.880
36.55,-5.052,9.882
36.56,-5.056,9.884
36.58,-5.061,9.886
36.58,-5.065,9.888
36.59,-5.070,9.890
36.61,-5.074,9.893
36.61,-5.079,9.895
36.62,-5.084,9.897
36.63,-5.088,9.899
36.64,-5.093,9.901
36.65,-5.097,9.903
36.66,-5.102,9.905
36.67,-5.106,9.907
36.68,-5.111,9.909
36.69,-5.115,9.911
36.70,-5.120,9.913
36.71,-5.125,9.915
36.73,-5.129,9.917
36.74,-5.134,9.919
36.75,-5.138,9.921
36.76,-5.143,9.923
36.77,-5.147,9.925
36.78,-5.152,9.927
36.79,-5.157,9.929
36.80,-5.161,9.931
36.81,-5.166,9.933
36.82,-5.170,9.936
36.83,-5.175,9.938
36.84,-5.179,9.940
36.85,-5.184,9.942
36.86,-5.189,9.944
36.87,-5.193,9.946
36.88,-5.198,9.948
36.89,-5.202,9.950
36.90,-5.207,9.952
36.91,-5.211,9.954
36.92,-5.216,9.956
36.92,-5.221,9.958
36.93,-5.225,9.960
36.95,-5.234,9.964
36.97,-5.239,9.966
36.98,-5.244,9.968
36.99,-5.248,9.970
36.99,-5.253,9.972
37.00,-5.257,9.974
37.02,-5.262,9.976
37.03,-5.266,9.978
37.04,-5.271,9.980
37.05,-5.276,9.982
37.06,-5.280,9.984
37.07,-5.285,9.985
37.08,-5.289,9.987
37.09,-5.294,9.989
37.10,-5.299,9.991
37.11,-5.303,9.993
37.12,-5.308,9.995
37.13,-5.312,9.997
37.14,-5.317,9.999
37.15,-5.322,10.001
37.16,-5.326,10.003
37.17,-5.331,10.005
37.18,-5.335,10.007
37.19,-5.340,10.009
37.19,-5.345,10.011
37.20,-5.349,10.013
37.22,-5.354,10.015
37.22,-5.359,10.017
37.23,-5.363,10.019
37.25,-5.368,10.021
37.26,-5.372,10.022
37.26,-5.377,10.024
37.28,-5.382,10.026
37.28,-5.386,10.028
37.29,-5.391,10.030
37.30,-5.395,10.032
37.31,-5.400,10.034
37.32,-5.405,10.036
37.33,-5.409,10.038
37.34,-5.414,10.040
37.35,-5.419,10.042
37.36,-5.423,10.043
37.37,-5.428,10.045
37.38,-5.432,10.047
37.39,-5.437,10.049
37.40,-5.442,10.051
37.42,-5.446,10.053
37.43,-5.451,10.055
37.44,-5.456,10.057
37.45,-5.460,10.058
37.46,-5.465,10.060
37.47,-5.470,10.062
37.49,-5.474,10.064
37.49,-5.479,10.066
37.50,-5.483,10.068
37.51,-5.488,10.070
37.52,-5.493,10.071
37.53,-5.497,10.073
37.54,-5.502,10.075
37.55,-5.507,10.077
37.56,-5.511,10.079
37.57,-5.516,10.081
37.58,-5.521,10.083
37.60,-5.525,10.084
37.60,-5.530,10.086
37.61,-5.535,10.088
37.62,-5.539,10.090
37.63,-5.544,10.092
37.64,-5.549,10.093
37.66,-5.553,10.095
37.66,-5.558,10.097
37.67,-5.563,10.099
37.68,-5.567,10.101
37.69,-5.572,10.102
37.70,-5.577,10.104
37.71,-5.581,10.106
37.72,-5.586,10.108
37.72,-5.591,10.110
37.74,-5.595,10.111
37.75,-5.600,10.113
37.76,-5.605,10.115
37.77,-5.609,10.117
37.78,-5.614,10.118
37.79,-5.619,10.120
37.80,-5.623,10.122
37.81,-5.628,10.124
37.82,-5.633,10.126
37.83,-5.637,10.127
37.84,-5.642,10.129
37.86,-5.647,10.131
37.87,-5.651,10.132
37.88,-5.656,10.134
37.89,-5.661,10.136
37.90,-5.665,10.138
37.91,-5.670,10.139
37.92,-5.675,10.141
37.93,-5.680,10.143
37.94,-5.684,10.145
37.95,-5.689,10.146
37.96,-5.694,10.148
37.96,-5.698,10.150
37.98,-5.703,10.151
37.99,-5.708,10.153
38.00,-5.712,10.155
38.01,-5.717,10.157
38.02,-5.722,10.158
38.03,-5.727,10.160
38.03,-5.731,10.162
38.04,-5.736,10.163
38.05,-5.741,10.165
38.06,-5.745,10.167
38.07,-5.750,10.168
38.09,-5.755,10.170
38.10,-5.759,10.172
38.10,-5.764,10.173
38.11,-5.769,10.175
38.12,-5.774,10.177
38.13,-5.778,10.178
38.15,-5.783,10.180
38.16,-5.788,10.181
38.17,-5.793,10.183
38.18,-5.797,10.185
38.18,-5.802,10.186
38.20,-5.807,10.188
38.21,-5.811,10.190
38.22,-5.816,10.191
38.23,-5.821,10.193
38.23,-5.826,10.194
38.24,-5.830,10.196
38.26,-5.835,10.198
38.26,-5.840,10.199
38.27,-5.845,10.201
38.29,-5.849,10.202
38.29,-5.854,10.204
38.30,-5.859,10.206
38.32,-5.863,10.207
38.32,-5.868,10.209
38.34,-5.873,10.210
38.35,-5.878,10.212
38.36,-5.882,10.213
38.36,-5.887,10.215
38.38,-5.892,10.217
38.38,-5.897,10.218
38.39,-5.901,10.220
38.41,-5.906,10.221
38.42,-5.911,10.223
38.43,-5.916,10.224
38.44,-5.921,10.226
38.44,-5.925,10.227
38.45,-5.930,10.229
38.47,-5.935,10.230
38.47,-5.940,10.232
38.49,-5.944,10.233
38.50,-5.949,10.235
38.51,-5.954,10.236
38.52,-5.959,10.238
38.53,-5.963,10.239
38.54,-5.968,10.241
38.55,-5.973,10.242
38.56,-5.978,10.244
38.57,-5.982,10.245
38.58,-5.987,10.247
38.59,-5.992,10.248
38.60,-5.997,10.250
38.61,-6.002,10.251
38.62,-6.006,10.253
38.63,-6.011,10.254
38.64,-6.016,10.256
38.65,-6.021,10.257
38.66,-6.025,10.259
38.67,-6.030,10.260
38.68,-6.035,10.261
38.69,-6.040,10.263
38.70,-6.045,10.264
38.71,-6.049,10.266
38.72,-6.054,10.267
38.73,-6.059,10.269
38.74,-6.064,10.270
38.75,-6.069,10.271
38.76,-6.073,10.273
38.77,-6.078,10.274
38.78,-6.083,10.276
38.79,-6.088,10.277
38.80,-6.093,10.278
38.81,-6.097,10.280
38.82,-6.102,10.281
38.84,-6.107,10.283
38.84,-6.112,10.284
38.85,-6.117,10.285
38.87,-6.121,10.287
38.87,-6.126,10.288
38.88,-6.131,10.289
38.89,-6.136,10.291
38.91,-6.141,10.292
38.91,-6.145,10.293
38.92,-6.150,10.295
38.93,-6.155,10.296
38.94,-6.160,10.297
38.95,-6.165,10.299
38.96,-6.170,10.300
38.97,-6.174,10.301
38.99,-6.179,10.303
38.99,-6.184,10.304
39.00,-6.189,10.305
39.01,-6.194,10.306
39.02,-6.199,10.308
39.04,-6.203,10.309
39.05,-6.208,10.310
39.06,-6.213,10.312
39.07,-6.218,10.313
39.08,-6.223,10.314
39.08,-6.228,10.315
39.10,-6.232,10.317
39.10,-6.237,10.318
39.12,-6.242,10.319
39.13,-6.247,10.320
39.13,-6.252,10.322
39.15,-6.257,10.323
39.16,-6.261,10.324
39.17,-6.266,10.325
39.18,-6.271,10.327
39.19,-6.276,10.328
39.20,-6.281,10.329
39.21,-6.286,10.330
39.22,-6.290,10.331
39.23,-6.295,10.333
39.24,-6.300,10.334
39.25,-6.305,10.335
39.26,-6.310,10.336
39.27,-6.315,10.337
39.28,-6.320,10.339
39.29,-6.324,10.340
39.30,-6.329,10.341
39.31,-6.334,10.342
39.32,-6.339,10.343
39.33,-6.344,10.344
39.35,-6.349,10.346
39.35,-6.354,10.347
39.36,-6.358,10.348
39.38,-6.368,10.350
39.39,-6.373,10.351
39.40,-6.378,10.352
39.41,-6.383,10.353
39.42,-6.388,10.355
39.43,-6.393,10.356
39.44,-6.397,10.357
39.45,-6.402,10.358
39.46,-6.407,10.359
39.47,-6.412,10.360
39.48,-6.417,10.361
39.49,-6.422,10.362
39.50,-6.427,10.363
39.51,-6.432,10.364
39.52,-6.436,10.365
39.53,-6.441,10.366
39.54,-6.446,10.368
39.55,-6.451,10.369
39.56,-6.456,10.370
39.57,-6.461,10.371
39.58,-6.466,10.372
39.59,-6.471,10.373
39.60,-6.476,10.374
39.61,-6.480,10.375
39.62,-6.485,10.376
39.64,-6.490,10.377
39.64,-6.495,10.378
39.65,-6.500,10.379
39.67,-6.505,10.380
39.67,-6.510,10.381
39.68,-6.515,10.382
39.70,-6.520,10.383
39.70,-6.525,10.384
39.71,-6.529,10.385
39.72,-6.534,10.386
39.73,-6.539,10.387
39.74,-6.544,10.388
39.75,-6.549,10.388
39.76,-6.554,10.389
39.77,-6.559,10.390
39.79,-6.564,10.391
39.79,-6.569,10.392
39.80,-6.574,10.393
39.81,-6.579,10.394
39.82,-6.583,10.395
39.83,-6.588,10.396
39.84,-6.593,10.397
39.85,-6.598,10.398
39.86,-6.603,10.399
39.87,-6.608,10.399
39.88,-6.613,10.400
39.90,-6.618,10.401
39.90,-6.623,10.402
39.91,-6.628,10.403
39.93,-6.633,10.404
39.93,-6.638,10.405
39.94,-6.642,10.406
39.95,-6.647,10.406
39.96,-6.652,10.407
39.97,-6.657,10.408
39.98,-6.662,10.409
39.99,-6.667,10.410
40.00,-6.672,10.410
40.01,-6.677,10.411
40.02,-6.682,10.412
40.03,-6.687,10.413
40.04,-6.692,10.414
40.05,-6.697,10.414
40.07,-6.702,10.415
40.07,-6.707,10.416
40.08,-6.712,10.417
40.09,-6.716,10.418
40.10,-6.721,10.418
40.11,-6.726,10.419
40.12,-6.731,10.420
40.13,-6.736,10.421
40.14,-6.741,10.421
40.15,-6.746,10.422
40.16,-6.751,10.423
40.17,-6.756,10.424
40.19,-6.761,10.424
40.19,-6.766,10.425
40.21,-6.771,10.426
40.21,-6.776,10.426
40.23,-6.781,10.427
40.24,-6.786,10.428
40.25,-6.791,10.429
40.26,-6.796,10.429
40.27,-6.801,10.430
40.28,-6.805,10.431
40.29,-6.810,10.431
40.29,-6.815,10.432
40.30,-6.820,10.433
40.31,-6.825,10.433
40.32,-6.830,10.434
40.33,-6.835,10.435
40.34,-6.840,10.435
40.35,-6.845,10.436
40.37,-6.850,10.436
40.38,-6.855,10.437
40.38,-6.860,10.438
40.39,-6.865,10.438
40.40,-6.870,10.439
40.41,-6.875,10.439
40.43,-6.880,10.440
40.43,-6.885,10.441
40.44,-6.890,10.441
40.45,-6.895,10.442
40.46,-6.900,10.442
40.47,-6.905,10.443
40.49,-6.910,10.443
40.49,-6.915,10.444
40.50,-6.920,10.445
40.52,-6.924,10.445
40.52,-6.929,10.446
40.54,-6.934,10.446
40.54,-6.939,10.447
40.55,-6.944,10.447
40.56,-6.949,10.448
40.57,-6.954,10.448
40.58,-6.959,10.449
40.59,-6.964,10.449
40.60,-6.969,10.450
40.61,-6.974,10.450
40.62,-6.979,10.451
40.63,-6.984,10.451
40.64,-6.989,10.452
40.65,-6.994,10.452
40.66,-6.999,10.452
40.67,-7.004,10.453
40.68,-7.009,10.453
40.69,-7.014,10.454
40.71,-7.019,10.454
40.71,-7.024,10.455
40.72,-7.029,10.455
40.73,-7.034,10.455
40.74,-7.039,10.456
40.75,-7.044,10.456
40.76,-7.049,10.457
40.77,-7.054,10.457
40.78,-7.059,10.457
40.79,-7.064,10.458
40.80,-7.069,10.458
40.81,-7.074,10.459
40.82,-7.079,10.459
40.83,-7.084,10.459
40.85,-7.089,10.460
40.85,-7.094,10.460
40.86,-7.099,10.460
40.88,-7.104,10.461
40.88,-7.109,10.461
40.89,-7.114,10.461
40.91,-7.119,10.462
40.92,-7.124,10.462
40.93,-7.129,10.462
40.94,-7.134,10.462
40.95,-7.139,10.463
40.96,-7.144,10.463
40.97,-7.149,10.463
40.98,-7.154,10.464
40.99,-7.159,10.464
41.00,-7.164,10.464
41.01,-7.169,10.464
41.02,-7.173,10.465
41.03,-7.178,10.465
41.04,-7.183,10.465
41.05,-7.188,10.465
41.06,-7.193,10.465
41.07,-7.198,10.466
41.08,-7.203,10.466
41.09,-7.208,10.466
41.10,-7.213,10.466
41.10,-7.218,10.466
41.12,-7.223,10.467
41.12,-7.228,10.467
41.13,-7.233,10.467
41.15,-7.238,10.467
41.16,-7.243,10.467
41.17,-7.248,10.467
41.18,-7.253,10.468
41.19,-7.258,10.468
41.20,-7.263,10.468
41.21,-7.268,10.468
41.22,-7.273,10.468
41.22,-7.278,10.468
41.23,-7.283,10.468
41.25,-7.288,10.468
41.26,-7.293,10.468
41.27,-7.298,10.469
41.28,-7.303,10.469
41.29,-7.308,10.469
41.30,-7.313,10.469
41.30,-7.318,10.469
41.32,-7.323,10.469
41.33,-7.328,10.469
41.34,-7.333,10.469
41.35,-7.338,10.469
41.36,-7.343,10.469
41.37,-7.348,10.469
41.38,-7.353,10.469
41.39,-7.358,10.469
41.40,-7.363,10.469
41.41,-7.368,10.469
41.42,-7.373,10.469
41.43,-7.378,10.469
41.44,-7.383,10.469
41.45,-7.388,10.469
41.46,-7.393,10.469
41.47,-7.398,10.469
41.48,-7.403,10.469
41.49,-7.408,10.469
41.50,-7.413,10.469
41.51,-7.418,10.469
41.52,-7.423,10.469
41.53,-7.428,10.469
41.54,-7.433,10.468
41.55,-7.438,10.468
41.56,-7.443,10.468
41.57,-7.448,10.468
41.58,-7.453,10.468
41.59,-7.458,10.468
41.60,-7.463,10.468
41.61,-7.468,10.468
41.62,-7.473,10.468
41.63,-7.478,10.467
41.64,-7.483,10.467
41.65,-7.488,10.467
41.66,-7.493,10.467
41.67,-7.498,10.467
41.68,-7.503,10.467
41.69,-7.508,10.466
41.70,-7.513,10.466
41.71,-7.518,10.466
41.72,-7.523,10.466
41.73,-7.528,10.465
41.74,-7.533,10.465
41.75,-7.538,10.465
41.76,-7.543,10.465
41.77,-7.548,10.465
41.79,-7.558,10.464
41.80,-7.563,10.464
41.82,-7.568,10.463
41.82,-7.573,10.463
41.83,-7.578,10.463
41.85,-7.583,10.463
41.85,-7.588,10.462
41.86,-7.593,10.462
41.88,-7.598,10.462
41.89,-7.603,10.461
41.90,-7.608,10.461
41.91,-7.613,10.461
41.91,-7.618,10.460
41.92,-7.623,10.460
41.93,-7.628,10.460
41.94,-7.633,10.459
41.95,-7.638,10.459
41.96,-7.643,10.459
41.97,-7.648,10.458
41.99,-7.653,10.458
41.99,-7.658,10.457
42.00,-7.663,10.457
42.01,-7.668,10.457
42.02,-7.673,10.456
42.03,-7.678,10.456
42.04,-7.683,10.455
42.05,-7.687,10.455
42.07,-7.692,10.454
42.07,-7.697,10.454
42.08,-7.702,10.453
42.09,-7.707,10.453
42.11,-7.712,10.453
42.12,-7.717,10.452
42.13,-7.722,10.452
42.14,-7.727,10.451
42.15,-7.732,10.450
42.16,-7.737,10.450
42.17,-7.742,10.449
42.17,-7.747,10.449
42.19,-7.752,10.448
42.20,-7.757,10.448
42.21,-7.762,10.447
42.22,-7.767,10.447
42.23,-7.772,10.446
42.24,-7.777,10.446
42.25,-7.782,10.445
42.26,-7.787,10.444
42.27,-7.792,10.444
42.28,-7.797,10.443
42.29,-7.802,10.443
42.30,-7.807,10.442
42.31,-7.812,10.441
42.32,-7.817,10.441
42.33,-7.822,10.440
42.34,-7.826,10.439
42.35,-7.831,10.439
42.36,-7.836,10.438
42.37,-7.841,10.437
42.38,-7.846,10.437
42.39,-7.851,10.436
42.40,-7.856,10.435
42.41,-7.861,10.435
42.42,-7.866,10.434
42.43,-7.871,10.433
42.44,-7.876,10.432
42.45,-7.881,10.432
42.46,-7.886,10.431
42.47,-7.891,10.430
42.48,-7.896,10.430
42.49,-7.901,10.429
42.50,-7.906,10.428
42.51,-7.910,10.427
42.52,-7.915,10.426
42.53,-7.920,10.426
42.54,-7.925,10.425
42.55,-7.930,10.424
42.56,-7.935,10.423
42.57,-7.940,10.422
42.58,-7.945,10.422
42.60,-7.950,10.421
42.61,-7.955,10.420
42.61,-7.960,10.419
42.63,-7.965,10.418
42.63,-7.970,10.417
42.64,-7.974,10.416
42.66,-7.979,10.415
42.66,-7.984,10.415
42.67,-7.989,10.414
42.68,-7.994,10.413
42.69,-7.999,10.412
42.70,-8.004,10.411
42.71,-8.009,10.410
42.72,-8.014,10.409
42.73,-8.019,10.408
42.74,-8.024,10.407
42.75,-8.028,10.406
42.76,-8.033,10.405
42.78,-8.038,10.404
42.78,-8.043,10.403
42.79,-8.048,10.402
42.81,-8.053,10.401
42.81,-8.058,10.400
42.82,-8.063,10.399
42.83,-8.068,10.398
42.84,-8.072,10.397
42.86,-8.077,10.396
42.87,-8.082,10.395
42.88,-8.087,10.394
42.89,-8.092,10.393
42.90,-8.097,10.392
42.91,-8.102,10.391
42.92,-8.107,10.390
42.93,-8.111,10.388
42.94,-8.116,10.387
42.95,-8.121,10.386
42.95,-8.126,10.385
42.96,-8.131,10.384
42.97,-8.136,10.383
42.98,-8.141,10.382
42.99,-8.145,10.380
43.01,-8.150,10.379
43.02,-8.155,10.378
43.03,-8.160,10.377
43.04,-8.165,10.376
43.05,-8.170,10.375
43.06,-8.175,10.373
43.07,-8.179,10.372
43.07,-8.184,10.371
43.09,-8.189,10.370
43.10,-8.194,10.368
43.11,-8.199,10.367
43.12,-8.204,10.366
43.13,-8.208,10.365
43.14,-8.213,10.363
43.15,-8.218,10.362
43.16,-8.223,10.361
43.17,-8.228,10.359
43.18,-8.232,10.358
43.19,-8.237,10.357
43.20,-8.242,10.355
43.21,-8.247,10.354
43.22,-8.252,10.353
43.23,-8.256,10.351
43.24,-8.261,10.350
43.25,-8.266,10.349
43.26,-8.271,10.347
43.27,-8.276,10.346
43.28,-8.280,10.344
43.29,-8.285,10.343
43.30,-8.290,10.342
43.31,-8.295,10.340
43.32,-8.300,10.339
43.33,-8.304,10.337
43.34,-8.309,10.336
43.35,-8.314,10.334
43.36,-8.319,10.333
43.37,-8.323,10.331
43.38,-8.328,10.330
43.39,-8.333,10.328
43.40,-8.338,10.327
43.41,-8.342,10.325
43.42,-8.347,10.324
43.43,-8.352,10.322
43.44,-8.357,10.321
43.45,-8.361,10.319
43.46,-8.366,10.318
43.47,-8.371,10.316
43.49,-8.376,10.314
43.49,-8.380,10.313
43.50,-8.385,10.311
43.52,-8.390,10.310
43.52,-8.395,10.308
43.53,-8.399,10.306
43.54,-8.404,10.305
43.55,-8.409,10.303
43.56,-8.413,10.302
43.58,-8.418,10.300
43.58,-8.423,10.298
43.59,-8.428,10.296
43.61,-8.432,10.295
43.62,-8.437,10.293
43.63,-8.442,10.291
43.64,-8.446,10.290
43.65,-8.451,10.288
43.65,-8.456,10.286
43.67,-8.460,10.284
43.68,-8.465,10.283
43.69,-8.470,10.281
43.70,-8.474,10.279
43.71,-8.479,10.277
43.72,-8.484,10.276
43.73,-8.488,10.274
43.74,-8.493,10.272
43.74,-8.498,10.270
43.76,-8.502,10.268
43.76,-8.507,10.267
43.77,-8.512,10.265
43.78,-8.516,10.263
43.79,-8.521,10.261
43.80,-8.525,10.259
43.81,-8.530,10.257
43.83,-8.535,10.255
43.84,-8.539,10.253
43.85,-8.544,10.252
43.85,-8.548,10.250
43.86,-8.553,10.248
43.88,-8.558,10.246
43.89,-8.562,10.244
43.90,-8.567,10.242
43.91,-8.571,10.240
43.92,-8.576,10.238
43.93,-8.581,10.236
43.93,-8.585,10.234
43.95,-8.590,10.232
43.96,-8.594,10.230
43.97,-8.599,10.228
43.98,-8.603,10.226
43.99,-8.608,10.224
44.00,-8.613,10.222
44.01,-8.617,10.220
44.02,-8.622,10.218
44.03,-8.626,10.215
44.04,-8.631,10.213
44.05,-8.635,10.211
44.06,-8.640,10.209
44.07,-8.644,10.207
44.08,-8.649,10.205
44.09,-8.653,10.203
44.10,-8.658,10.201
44.11,-8.662,10.199
44.12,-8.667,10.196
44.13,-8.671,10.194
44.15,-8.676,10.192
44.15,-8.680,10.190
44.16,-8.685,10.188
44.17,-8.689,10.185
44.18,-8.694,10.183
44.19,-8.698,10.181
44.20,-8.702,10.179
44.21,-8.707,10.176
44.22,-8.711,10.174
44.23,-8.716,10.172
44.24,-8.720,10.170
44.25,-8.725,10.167
44.26,-8.729,10.165
44.27,-8.733,10.163
44.28,-8.738,10.160
44.29,-8.742,10.158
44.30,-8.747,10.156
44.31,-8.751,10.153
44.32,-8.755,10.151
44.33,-8.760,10.149
44.34,-8.764,10.146
44.35,-8.769,10.144
44.36,-8.773,10.141
44.37,-8.777,10.139
44.38,-8.782,10.136
44.39,-8.786,10.134
44.40,-8.790,10.132
44.41,-8.795,10.129
44.42,-8.799,10.127
44.43,-8.803,10.124
44.44,-8.808,10.122
44.45,-8.812,10.119
44.46,-8.816,10.117
44.47,-8.821,10.114
44.48,-8.825,10.112
44.49,-8.829,10.109
44.50,-8.834,10.107
44.51,-8.838,10.104
44.52,-8.842,10.102
44.53,-8.846,10.099
44.54,-8.851,10.096
44.55,-8.855,10.094
44.56,-8.859,10.091
44.57,-8.863,10.089
44.58,-8.868,10.086
44.60,-8.872,10.083
44.60,-8.876,10.081
44.61,-8.880,10.078
44.62,-8.885,10.075
44.63,-8.889,10.073
44.64,-8.893,10.070
44.65,-8.897,10.067
44.66,-8.901,10.065
44.67,-8.905,10.062
44.69,-8.910,10.059
44.69,-8.914,10.056
44.71,-8.918,10.054
44.72,-8.922,10.051
44.72,-8.926,10.048
44.74,-8.930,10.045
44.74,-8.935,10.043
44.75,-8.939,10.040
44.77,-8.943,10.037
44.78,-8.947,10.034
44.78,-8.951,10.031
44.80,-8.955,10.029
44.81,-8.959,10.026
44.82,-8.963,10.023
44.83,-8.967,10.020
44.84,-8.971,10.017
44.84,-8.975,10.014
44.85,-8.980,10.011
44.86,-8.984,10.008
44.87,-8.988,10.005
44.89,-8.992,10.003
44.90,-8.996,10.000
44.91,-9.000,9.997
44.92,-9.004,9.994
44.92,-9.008,9.991
44.93,-9.012,9.988
44.95,-9.016,9.985
44.95,-9.020,9.982
44.97,-9.024,9.979
44.97,-9.028,9.976
44.98,-9.032,9.973
45.00,-9.035,9.970
45.01,-9.039,9.967
45.02,-9.043,9.964
45.03,-9.047,9.961
45.03,-9.051,9.957
45.04,-9.055,9.954
45.05,-9.059,9.951
45.07,-9.063,9.948
45.08,-9.067,9.945
45.09,-9.071,9.942
45.10,-9.074,9.939
45.11,-9.078,9.936
45.13,-9.082,9.933
45.13,-9.086,9.929
45.14,-9.090,9.926
45.15,-9.094,9.923
45.16,-9.098,9.920
45.17,-9.101,9.917
45.18,-9.105,9.913
45.19,-9.109,9.910
45.20,-9.113,9.907
45.21,-9.116,9.904
45.22,-9.120,9.900
45.23,-9.124,9.897
45.25,-9.131,9.891
45.26,-9.135,9.887
45.27,-9.139,9.884
45.28,-9.143,9.881
45.29,-9.146,9.877
45.29,-9.150,9.874
45.30,-9.154,9.871
45.31,-9.157,9.867
45.33,-9.161,9.864
45.34,-9.165,9.860
45.35,-9.168,9.857
45.36,-9.172,9.854
45.37,-9.176,9.850
45.37,-9.179,9.847
45.39,-9.183,9.843
45.39,-9.186,9.840
45.40,-9.190,9.836
45.41,-9.194,9.833
45.42,-9.197,9.830
45.43,-9.201,9.826
45.45,-9.204,9.823
45.46,-9.208,9.819
45.47,-9.211,9.816
45.48,-9.215,9.812
45.49,-9.218,9.809
45.50,-9.222,9.805
45.51,-9.225,9.801
45.52,-9.229,9.798
45.53,-9.232,9.794
45.54,-9.236,9.791
45.55,-9.239,9.787
45.56,-9.243,9.784
45.57,-9.246,9.780
45.58,-9.249,9.776
45.59,-9.253,9.773
45.60,-9.256,9.769
45.61,-9.260,9.765
45.62,-9.263,9.762
45.63,-9.266,9.758
45.64,-9.270,9.754
45.65,-9.273,9.751
45.66,-9.276,9.747
45.67,-9.280,9.743
45.68,-9.283,9.740
45.69,-9.286,9.736
45.70,-9.290,9.732
45.71,-9.293,9.728
45.72,-9.296,9.725
45.73,-9.299,9.721
45.74,-9.303,9.717
45.75,-9.306,9.713
45.76,-9.309,9.710
45.77,-9.312,9.706
45.78,-9.315,9.702
45.79,-9.319,9.698
